NUTS II;CONCELHO;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Seia;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
CENTRO;Trancoso;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
NORTE;Vila Nova de Foz Côa;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alcobaça;;;;;;;
CENTRO;Alvaiázere;;;;;;;
CENTRO;Alvaiázere;;;;;;;
CENTRO;Alvaiázere;;;;;;;
CENTRO;Alvaiázere;;;;;;;
CENTRO;Alvaiázere;;;;;;;
CENTRO;Ansião;;;;;;;
CENTRO;Ansião;;;;;;;
CENTRO;Ansião;;;;;;;
CENTRO;Ansião;;;;;;;
CENTRO;Ansião;;;;;;;
CENTRO;Ansião;;;;;;;
CENTRO;Batalha;;;;;;;
CENTRO;Batalha;;;;;;;
CENTRO;Batalha;;;;;;;
CENTRO;Batalha;;;;;;;
CENTRO;Bombarral;;;;;;;
CENTRO;Bombarral;;;;;;;
CENTRO;Bombarral;;;;;;;
CENTRO;Bombarral;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Caldas da Rainha;;;;;;;
CENTRO;Castanheira de Pêra;;;;;;;
CENTRO;Figueiró dos Vinhos;;;;;;;
CENTRO;Figueiró dos Vinhos;;;;;;;
CENTRO;Figueiró dos Vinhos;;;;;;;
CENTRO;Figueiró dos Vinhos;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Leiria;;;;;;;
CENTRO;Marinha Grande;;;;;;;
CENTRO;Marinha Grande;;;;;;;
CENTRO;Marinha Grande;;;;;;;
CENTRO;Nazaré;;;;;;;
CENTRO;Nazaré;;;;;;;
CENTRO;Nazaré;;;;;;;
CENTRO;Óbidos;;;;;;;
CENTRO;Óbidos;;;;;;;
CENTRO;Óbidos;;;;;;;
CENTRO;Óbidos;;;;;;;
CENTRO;Óbidos;;;;;;;
CENTRO;Óbidos;;;;;;;
CENTRO;Óbidos;;;;;;;
CENTRO;Pedrógão Grande;;;;;;;
CENTRO;Pedrógão Grande;;;;;;;
CENTRO;Pedrógão Grande;;;;;;;
CENTRO;Peniche;;;;;;;
CENTRO;Peniche;;;;;;;
CENTRO;Peniche;;;;;;;
CENTRO;Peniche;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Pombal;;;;;;;
CENTRO;Porto de Mós;;;;;;;
CENTRO;Porto de Mós;;;;;;;
CENTRO;Porto de Mós;;;;;;;
CENTRO;Porto de Mós;;;;;;;
CENTRO;Porto de Mós;;;;;;;
CENTRO;Porto de Mós;;;;;;;
CENTRO;Porto de Mós;;;;;;;
CENTRO;Porto de Mós;;;;;;;
CENTRO;Porto de Mós;;;;;;;
CENTRO;Porto de Mós;;;;;;;
CENTRO;Alenquer;;;;;;;
CENTRO;Alenquer;;;;;;;
CENTRO;Alenquer;;;;;;;
CENTRO;Alenquer;;;;;;;
CENTRO;Alenquer;;;;;;;
CENTRO;Alenquer;;;;;;;
CENTRO;Alenquer;;;;;;;
CENTRO;Alenquer;;;;;;;
CENTRO;Alenquer;;;;;;;
CENTRO;Alenquer;;;;;;;
CENTRO;Alenquer;;;;;;;
CENTRO;Arruda dos Vinhos;;;;;;;
CENTRO;Arruda dos Vinhos;;;;;;;
CENTRO;Arruda dos Vinhos;;;;;;;
CENTRO;Arruda dos Vinhos;;;;;;;
ALENTEJO;Azambuja;;;;;;;
ALENTEJO;Azambuja;;;;;;;
ALENTEJO;Azambuja;;;;;;;
ALENTEJO;Azambuja;;;;;;;
ALENTEJO;Azambuja;;;;;;;
ALENTEJO;Azambuja;;;;;;;
ALENTEJO;Azambuja;;;;;;;
CENTRO;Cadaval;;;;;;;
CENTRO;Cadaval;;;;;;;
CENTRO;Cadaval;;;;;;;
CENTRO;Cadaval;;;;;;;
CENTRO;Cadaval;;;;;;;
CENTRO;Cadaval;;;;;;;
CENTRO;Cadaval;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Cascais;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Cascais;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Cascais;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Cascais;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Lisboa;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Loures;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Loures;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Loures;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Loures;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Loures;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Loures;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Loures;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Loures;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Loures;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Loures;;;;;;;
CENTRO;Lourinhã;;;;;;;
CENTRO;Lourinhã;;;;;;;
CENTRO;Lourinhã;;;;;;;
CENTRO;Lourinhã;;;;;;;
CENTRO;Lourinhã;;;;;;;
CENTRO;Lourinhã;;;;;;;
CENTRO;Lourinhã;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Mafra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Mafra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Mafra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Mafra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Mafra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Mafra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Mafra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Mafra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Mafra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Mafra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Mafra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Oeiras;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Oeiras;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Oeiras;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Oeiras;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Oeiras;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Sintra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Sintra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Sintra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Sintra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Sintra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Sintra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Sintra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Sintra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Sintra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Sintra;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Sintra;;;;;;;
CENTRO;Sobral de Monte Agraço;;;;;;;
CENTRO;Sobral de Monte Agraço;;;;;;;
CENTRO;Sobral de Monte Agraço;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
CENTRO;Torres Vedras;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Vila Franca de Xira;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Vila Franca de Xira;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Vila Franca de Xira;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Vila Franca de Xira;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Vila Franca de Xira;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Vila Franca de Xira;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Amadora;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Amadora;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Amadora;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Amadora;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Amadora;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Amadora;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Odivelas;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Odivelas;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Odivelas;;;;;;;
ÁREA METROPOLITANA DE LISBOA;Odivelas;;;;;;;
ALENTEJO;Alter do Chão;;;;;;;
ALENTEJO;Alter do Chão;;;;;;;
ALENTEJO;Alter do Chão;;;;;;;
ALENTEJO;Alter do Chão;;;;;;;
ALENTEJO;Arronches;;;;;;;
ALENTEJO;Arronches;;;;;;;
ALENTEJO;Arronches;;;;;;;
ALENTEJO;Avis;;;;;;;
ALENTEJO;Avis;;;;;;;
ALENTEJO;Avis;;;;;;;
ALENTEJO;Avis;;;;;;;
ALENTEJO;Avis;;;;;;;
ALENTEJO;Avis;;;;;;;
ALENTEJO;Campo Maior;;;;;;;
ALENTEJO;Campo Maior;;;;;;;
ALENTEJO;Campo Maior;;;;;;;
ALENTEJO;Castelo de Vide;;;;;;;
ALENTEJO;Castelo de Vide;;;;;;;
ALENTEJO;Castelo de Vide;;;;;;;
ALENTEJO;Castelo de Vide;;;;;;;
ALENTEJO;Crato;;;;;;;
ALENTEJO;Crato;;;;;;;
ALENTEJO;Crato;;;;;;;
ALENTEJO;Crato;;;;;;;
ALENTEJO;Elvas;;;;;;;
ALENTEJO;Elvas;;;;;;;
ALENTEJO;Elvas;;;;;;;
ALENTEJO;Elvas;;;;;;;
ALENTEJO;Elvas;;;;;;;
ALENTEJO;Elvas;;;;;;;
ALENTEJO;Elvas;;;;;;;
ALENTEJO;Fronteira;;;;;;;
ALENTEJO;Fronteira;;;;;;;
ALENTEJO;Fronteira;;;;;;;
ALENTEJO;Gavião;;;;;;;
ALENTEJO;Gavião;;;;;;;
ALENTEJO;Gavião;;;;;;;
ALENTEJO;Gavião;;;;;;;
ALENTEJO;Marvão;;;;;;;
ALENTEJO;Marvão;;;;;;;
ALENTEJO;Marvão;;;;;;;
ALENTEJO;Marvão;;;;;;;
ALENTEJO;Monforte;;;;;;;
ALENTEJO;Monforte;;;;;;;
ALENTEJO;Monforte;;;;;;;
ALENTEJO;Monforte;;;;;;;
ALENTEJO;Nisa;;;;;;;
ALENTEJO;Nisa;;;;;;;
ALENTEJO;Nisa;;;;;;;
ALENTEJO;Nisa;;;;;;;
ALENTEJO;Nisa;;;;;;;
ALENTEJO;Nisa;;;;;;;
ALENTEJO;Nisa;;;;;;;
ALENTEJO;Ponte de Sor;;;;;;;
ALENTEJO;Ponte de Sor;;;;;;;
ALENTEJO;Ponte de Sor;;;;;;;
ALENTEJO;Ponte de Sor;;;;;;;
ALENTEJO;Ponte de Sor;;;;;;;
ALENTEJO;Portalegre;;;;;;;
ALENTEJO;Portalegre;;;;;;;
ALENTEJO;Portalegre;;;;;;;
ALENTEJO;Portalegre;;;;;;;
ALENTEJO;Portalegre;;;;;;;
ALENTEJO;Portalegre;;;;;;;
ALENTEJO;Portalegre;;;;;;;
ALENTEJO;Sousel;;;;;;;
ALENTEJO;Sousel;;;;;;;
ALENTEJO;Sousel;;;;;;;
ALENTEJO;Sousel;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Amarante;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Baião;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Felgueiras;;;;;;;
NORTE;Gondomar;;;;;;;
NORTE;Gondomar;;;;;;;
NORTE;Gondomar;;;;;;;
NORTE;Gondomar;;;;;;;
NORTE;Gondomar;;;;;;;
NORTE;Gondomar;;;;;;;
NORTE;Gondomar;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Lousada;;;;;;;
NORTE;Maia;;;;;;;
NORTE;Maia;;;;;;;
NORTE;Maia;;;;;;;
NORTE;Maia;;;;;;;
NORTE;Maia;;;;;;;
NORTE;Maia;;;;;;;
NORTE;Maia;;;;;;;
NORTE;Maia;;;;;;;
NORTE;Maia;;;;;;;
NORTE;Maia;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Marco de Canaveses;;;;;;;
NORTE;Matosinhos;;;;;;;
NORTE;Matosinhos;;;;;;;
NORTE;Matosinhos;;;;;;;
NORTE;Matosinhos;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paços de Ferreira;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Paredes;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Penafiel;;;;;;;
NORTE;Porto;;;;;;;
NORTE;Porto;;;;;;;
NORTE;Porto;;;;;;;
NORTE;Porto;;;;;;;
NORTE;Porto;;;;;;;
NORTE;Porto;;;;;;;
NORTE;Porto;;;;;;;
NORTE;Póvoa de Varzim;;;;;;;
NORTE;Póvoa de Varzim;;;;;;;
NORTE;Póvoa de Varzim;;;;;;;
NORTE;Póvoa de Varzim;;;;;;;
NORTE;Póvoa de Varzim;;;;;;;
NORTE;Póvoa de Varzim;;;;;;;
NORTE;Póvoa de Varzim;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Santo Tirso;;;;;;;
NORTE;Valongo;;;;;;;
NORTE;Valongo;;;;;;;
NORTE;Valongo;;;;;;;
NORTE;Valongo;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila do Conde;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Vila Nova de Gaia;;;;;;;
NORTE;Trofa;;;;;;;
NORTE;Trofa;;;;;;;
NORTE;Trofa;;;;;;;
NORTE;Trofa;;;;;;;
NORTE;Trofa;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Abrantes;;;;;;;
CENTRO;Alcanena;;;;;;;
CENTRO;Alcanena;;;;;;;
CENTRO;Alcanena;;;;;;;
CENTRO;Alcanena;;;;;;;
CENTRO;Alcanena;;;;;;;
CENTRO;Alcanena;;;;;;;
CENTRO;Alcanena;;;;;;;
ALENTEJO;Almeirim;;;;;;;
ALENTEJO;Almeirim;;;;;;;
ALENTEJO;Almeirim;;;;;;;
ALENTEJO;Almeirim;;;;;;;
ALENTEJO;Alpiarça;;;;;;;
ALENTEJO;Benavente;;;;;;;
ALENTEJO;Benavente;;;;;;;
ALENTEJO;Benavente;;;;;;;
ALENTEJO;Benavente;;;;;;;
ALENTEJO;Cartaxo;;;;;;;
ALENTEJO;Cartaxo;;;;;;;
ALENTEJO;Cartaxo;;;;;;;
ALENTEJO;Cartaxo;;;;;;;
ALENTEJO;Cartaxo;;;;;;;
ALENTEJO;Cartaxo;;;;;;;
ALENTEJO;Chamusca;;;;;;;
ALENTEJO;Chamusca;;;;;;;
ALENTEJO;Chamusca;;;;;;;
ALENTEJO;Chamusca;;;;;;;
ALENTEJO;Chamusca;;;;;;;
CENTRO;Constância;;;;;;;
CENTRO;Constância;;;;;;;
CENTRO;Constância;;;;;;;
